SCHOOL NO.,ENGLISH CATEGORY,ENGLISH NAME,ENGLISH ADDRESS,LONGITUDE,LATITUDE,EASTING,NORTHING,STUDENTS GENDER,SESSION,DISTRICT
190764000133 ,Aided Secondary Schools,POK OI HOSPITAL CHAN KAI MEMORIAL COLL,LUNG HANG ESTATE SHATIN NEW TERRITORIES,114-10-41,22-21-58,836395,825221,CO-ED,WHOLE DAY,SHA TIN
191671000133 ,Aided Secondary Schools,YAN CHAI HOSPITAL NO. 2 SECONDARY SCHOOL,STANDARD SECONDARY SCHOOL AREA 31 TUEN MUN NEW TERRITORIES,113-57-58,22-23-23,814568,827849,CO-ED,WHOLE DAY,TUEN MUN
511030000233 ,Aided Secondary Schools,YING WA GIRLS' SCHOOL,"76 ROBINSON ROAD (REDEVELOPMENT PROGRAMME) &,101 CASTLE PEAK ROAD SHAM SHUI PO KOWLOON (DECANTING PREMISES)",114-9-44,22-20-1,834769.3,821623.5,GIRLS,WHOLE DAY,CENTRAL AND WESTERN
537152000233 ,Aided Secondary Schools,PO KOK SECONDARY SCHOOL,"9 CHOI MING STREET, CHOI MING COURT TSEUNG KWAN O NEW TERRITORIES",114-15-17,22-18-27,844290,818717,CO-ED,WHOLE DAY,SAI KUNG
530450000133 ,Aided Secondary Schools,POH 80TH ANNIVERSARY TANG YING HEI COLL,2 TONG YIN LANE TSEUNG KWAN O NEW TERRITORIES,114-15-31,22-18-31,844681,818859,CO-ED,WHOLE DAY,SAI KUNG
190500000133 ,Aided Secondary Schools,TWGH SC GAW MEMORIAL COLLEGE,"TSING SUM STREET TOWN CENTRE, TSING YI NEW TERRITORIES",114-6-7,22-21-10,828541.7,823731.1,CO-ED,WHOLE DAY,KWAI TSING
170720000133 ,Aided Secondary Schools,SKH KEI HAU SECONDARY SCHOOL,G/F-6/F AND ANNEX BLOCK 5 KAI TIN ROAD LAM TIN KOWLOON,114-14-7,22-18-20,842272.1,818525.4,CO-ED,WHOLE DAY,KWUN TONG
513407000133 ,Aided Secondary Schools,PUI YING SECONDARY SCHOOL,55 WAH FU ROAD POKFULAM HONG KONG,114-8-8,22-15-12,831998.2,812731.6,CO-ED,WHOLE DAY,SOUTHERN
510599000133 ,Aided Secondary Schools,SEMPLE MEMORIAL SECONDARY SCHOOL,18 SIU LUN STREET TUEN MUN NEW TERRITORIES,113-58-41,22-23-4,815784,827247,CO-ED,WHOLE DAY,TUEN MUN
190624000133 ,Aided Secondary Schools,TUEN MUN CATHOLIC SECONDARY SCHOOL,KIN SANG ESTATE TUEN MUN NEW TERRITORIES,113-58-16,22-24-23,815094,829692,CO-ED,WHOLE DAY,TUEN MUN
170550000133 ,Aided Secondary Schools,CHAN SUI KI (LA SALLE) COLLEGE,4 SHEUNG WO STREET HOMANTIN KOWLOON,114-11-0,22-19-10,836942,820051,BOYS,WHOLE DAY,KOWLOON CITY
510580000233 ,Aided Secondary Schools,PUI SHING CATHOLIC SECONDARY SCHOOL,"9 TIN HO ROAD TIN SHUI WAI , YUEN LONG NEW TERRITORIES",114-0-1,22-27-0,818080,834526,CO-ED,WHOLE DAY,YUEN LONG
170658000133 ,Aided Secondary Schools,SKH TSOI KUNG PO SECONDARY SCHOOL,101 CHUNG HAU STREET HOMANTIN KOWLOON,114-10-49,22-18-54,836624,819562,CO-ED,WHOLE DAY,KOWLOON CITY
190578000133 ,Aided Secondary Schools,TWGH LO KON TING MEMORIAL COLLEGE,G/F TO 4/F AND LABORATORIES AT 5/F ESTATE SECONDARY SCHOOL A (LOWER HALL) PHASE III LONG PING ESTATE YUEN LONG NEW TERRITORIES (INCLUDING ROOMS G21 G22 & G23),114-1-19,22-26-57,820333.5,834429.4,CO-ED,WHOLE DAY,YUEN LONG
170771000233 ,Aided Secondary Schools,ST FRANCIS OF ASSISI'S COLLEGE,"1 YAN SHING LANE, FANLING, NEW TERRITORIES",114-8-19,22-29-16,832322,838681,CO-ED,WHOLE DAY,NORTH
270202000133 ,Aided Secondary Schools,CCC TAM LEE LAI FUN MEMORIAL SEC SCH,10 SAN WO LANE SAN HUI TUEN MUN NEW TERRITORIES,113-58-38,22-24-13,815720.7,829383.1,CO-ED,WHOLE DAY,TUEN MUN
170305000133 ,Aided Secondary Schools,CCC MING KEI COLLEGE,16 OAK STREET TAI KOK TSUI KOWLOON,114-9-51,22-19-8,834965.9,819995.8,CO-ED,WHOLE DAY,YAU TSIM MONG
190241000133 ,Aided Secondary Schools,CCC KEI YUEN COLLEGE,FUNG YAU STREET EAST YUEN LONG NEW TERRITORIES,114-2-7,22-26-31,821703,833620,CO-ED,WHOLE DAY,YUEN LONG
170437000133 ,Aided Secondary Schools,LKWFSL LAU WONG FAT SECONDARY SCHOOL,66 SYCAMORE STREET TAI KOK TSUI KOWLOON,114-9-46,22-19-33,834804,820744,CO-ED,WHOLE DAY,YAU TSIM MONG
510912000133 ,Aided Secondary Schools,PUI CHING MIDDLE SCHOOL,20 PUI CHING ROAD KOWLOON CITY KOWLOON,114-10-38,22-19-3,836299.5,819845.3,CO-ED,WHOLE DAY,KOWLOON CITY
529990000233 ,Aided Secondary Schools,CNEC LAU WING SANG SECONDARY SCH,323 SAN HA STREET CHAI WAN HONG KONG,114-14-32,22-15-54,842995,814008,CO-ED,WHOLE DAY,EASTERN
190390000133 ,Aided Secondary Schools,TOI SHAN ASSOCIATION COLLEGE,10 YUEN CHAU KOK ROAD SHATIN NEW TERRITORIES,114-11-54,22-22-51,838473,826843,CO-ED,WHOLE DAY,SHA TIN
519006000133 ,Aided Secondary Schools,LIONS COLLEGE,"90 HING SHING ROAD, KWAI FONG KWAI CHUNG NEW TERRITORIES",114-7-28,22-21-35,830854,824503,CO-ED,WHOLE DAY,KWAI TSING
214990000133 ,Aided Secondary Schools,SKH LEUNG KWAI YEE SECONDARY SCHOOL,28 HIU MING STREET KWUN TONG KOWLOON,114-13-53,22-18-50,841872,819430,CO-ED,WHOLE DAY,KWUN TONG
190233000133 ,Aided Secondary Schools,STFA LEUNG KAU KUI COLLEGE,ESTATE SECONDARY SCHOOL NO. 6 ON TING ESTATE AREA 13 TUEN MUN NEW TERRITORIES,113-58-40,22-23-16,815778,827634,CO-ED,WHOLE DAY,TUEN MUN
210528000133 ,Aided Secondary Schools,SALESIAN ENGLISH SCHOOL,16 CHAI WAN ROAD SHAUKEIWAN HONG KONG,114-13-44,22-16-34,841633,815244,BOYS,WHOLE DAY,EASTERN
270024000133 ,Aided Secondary Schools,CMA SECONDARY SCHOOL,298 NAM CHEONG STREET PAK TIN KOWLOON,114-10-10,22-20-18,835509,822155,CO-ED,WHOLE DAY,SHAM SHUI PO
170690000133 ,Aided Secondary Schools,SKH LUI MING CHOI SECONDARY SCHOOL,2ND LOWER G/F FL - 6TH FLS WAH FU ESTATE 57 WAH FU ROAD POKFULAM HONG KONG,114-8-4,22-15-11,831887,812685,CO-ED,WHOLE DAY,SOUTHERN
170631000133 ,Aided Secondary Schools,TRUE LIGHT GIRLS' COLLEGE,54A WATERLOO ROAD KOWLOON,114-10-23,22-18-48,835884.8,819385.2,GIRLS,WHOLE DAY,YAU TSIM MONG
190560000133 ,Aided Secondary Schools,CARMEL DIVINE GRACE FOUNDATION SEC SCH,"PO LAM ESTATE TSEUNG KWAN O, NEW TERRITORIES",114-15-15,22-19-35,844238,820822,CO-ED,WHOLE DAY,SAI KUNG
190659000133 ,Aided Secondary Schools,POH TANG PUI KING MEMORIAL COLLEGE,"PHASE III, LONG PING ESTATE YUEN LONG NEW TERRITORIES",114-1-19,22-26-57,820319,834411,CO-ED,WHOLE DAY,YUEN LONG
190608000133 ,Aided Secondary Schools,BUDDHIST WAI YAN MEMORIAL COLLEGE,25 TAI HING TAI ROAD CHEUNG CHAU NEW TERRITORIES,114-1-34,2022/12/19,820710,807404,CO-ED,WHOLE DAY,ISLANDS
170534000133 ,Aided Secondary Schools,KIT SAM LAM BING YIM SECONDARY SCHOOL,9 FU MEI STREET WANG TAU HOM KOWLOON,114-11-7,22-20-28,837128,822456,GIRLS,WHOLE DAY,WONG TAI SIN
190780000133 ,Aided Secondary Schools,TSANG PIK SHAN SECONDARY SCHOOL,12 HANG KWONG STREET MA ON SHAN SHATIN NEW TERRITORIES,114-13-45,22-25-21,841663,831466,CO-ED,WHOLE DAY,SHA TIN
170313000133 ,Aided Secondary Schools,WA YING COLLEGE,8 SHEUNG WO STREET HOMANTIN KOWLOON,114-10-57,22-19-11,836859.4,820070.9,CO-ED,WHOLE DAY,KOWLOON CITY
210536000133 ,Aided Secondary Schools,MUNSANG COLLEGE,"8 DUMBARTON ROAD KOWLOON CITY KOWLOON (EXCLUDING BLOCK A-C BLOCK F D201-D202, D301-D302, D401-D402 AND D501-D502 AT BLOCK D G103 AT BLOCK G SPORTS GROUND & TRANSFORMER ROOM)",114-11-10,22-19-58,837224,821532,CO-ED,WHOLE DAY,KOWLOON CITY
132209000133 ,Aided Secondary Schools,TANG KING PO SCHOOL,16 TIN KWONG ROAD KOWLOON,114-11-5,22-19-13,837074,820156,BOYS,WHOLE DAY,KOWLOON CITY
170968000133 ,Aided Secondary Schools,SHUN LEE CATHOLIC SECONDARY SCHOOL,7 SHUN CHI STREET SHUN LEE ESTATE KWUN TONG KOWLOON & ROOMS 501-506 AT 5/F 7 SHUN CHI STREET SHUN LEE ESTATE KOWLOON,114-13-35,22-19-60,841367.8,821574.1,CO-ED,WHOLE DAY,KWUN TONG
170925000133 ,Aided Secondary Schools,NLSI LUI KWOK PAT FONG COLLEGE,102 TSUI PING ROAD (EXCLUDING 5/F STAFF QUARTERS) KWUN TONG KOWLOON,114-13-41,22-19-9,841537,820022,CO-ED,WHOLE DAY,KWUN TONG
170488000133 ,Aided Secondary Schools,ST PAUL'S SCHOOL (LAM TIN),10 ON TIN STREET LAM TIN KWUN TONG KOWLOON,114-14-14,22-18-31,842500,818857,GIRLS,WHOLE DAY,KWUN TONG
214590000133 ,Aided Secondary Schools,MAN KIU COLLEGE,81 CLOUD VIEW RD NORTH POINT HONG KONG,114-11-59,22-17-14,838618,816487,CO-ED,WHOLE DAY,EASTERN
152196000133 ,Aided Secondary Schools,TYYI MFBM NEI MING CHAN LCT MEM COLLEGE ,TIN SHUI ESTATE PHASE I TIN SHUI WAI YUEN LONG NEW TERRITORIES,113-59-47,22-27-23,817696,835220,CO-ED,WHOLE DAY,YUEN LONG
190179000133 ,Aided Secondary Schools,STFA TAM PAK YU COLLEGE,YAU OI ESTATE TUEN MUN NEW TERRITORIES,113-58-22,22-23-14,815237.5,827575.7,CO-ED,WHOLE DAY,TUEN MUN
512869000133 ,Aided Secondary Schools,MARYMOUNT SECONDARY SCHOOL,123 BLUE POOL ROAD HONG KONG,114-11-26,22-15-49,837666.4,813880,GIRLS,WHOLE DAY,WAN CHAI
270091000133 ,Aided Secondary Schools,TWGH YOW KAM YUEN COLLEGE,CITY ONE SHATIN NEW TERRITORIES,114-12-14,22-23-3,839048,827201,CO-ED,WHOLE DAY,SHA TIN
190667000133 ,Aided Secondary Schools,KWOK TAK SENG CATHOLIC SECONDARY SCHOOL,CHUN SHEK ESTATE SHATIN NEW TERRITORIES,114-11-14,22-22-21,837335,825926,CO-ED,WHOLE DAY,SHA TIN
170844000233 ,Aided Secondary Schools,ST JOSEPH'S ANGLO-CHINESE SCHOOL,46 NEW CLEAR WATER BAY ROAD KOWLOON,114-13-1,22-19-56,840397,821461,BOYS,WHOLE DAY,KWUN TONG
190209000133 ,Aided Secondary Schools,SKH LAM KAU MOW SECONDARY SCHOOL,10 TAK PO STREET CITY ONE SHATIN NEW TERRITORIES,114-12-16,22-23-4,839095,827248,CO-ED,WHOLE DAY,SHA TIN
514268000133 ,Aided Secondary Schools,ST STEPHEN'S GIRLS' COLLEGE,2 LYTTELTON ROAD HONG KONG,114-8-40,22-17-1,832916,816072.3,GIRLS,WHOLE DAY,CENTRAL AND WESTERN
513288000133 ,Aided Secondary Schools,POOI TO MIDDLE SCHOOL,2-8 INVERNESS ROAD KOWLOON,114-11-9,22-19-49,837177,821252,GIRLS,WHOLE DAY,KOWLOON CITY
170445000233 ,Aided Secondary Schools,SING YIN SECONDARY SCHOOL,38 NEW CLEAR WATER BAY ROAD KOWLOON (INCLUDING ROOF PLAYGROUND AT 4/F),114-12-55,22-19-54,840221,821414,BOYS,WHOLE DAY,KWUN TONG
230847000133 ,Aided Secondary Schools,LUI MING CHOI LUTHERAN COLLEGE,ESTATE SECONDARY SCHOOL NO 1 & 5/F CHEUNG SHAN ESTATE TSUEN WAN NEW TERRITORIES,114-7-43,22-22-41,831292.7,826543.6,CO-ED,WHOLE DAY,TSUEN WAN
322857000133 ,Aided Secondary Schools,NEW ASIA MIDDLE SCHOOL,6 FARM ROAD TOKWAWAN KOWLOON,114-11-10,22-19-15,837228,820204,CO-ED,WHOLE DAY,KOWLOON CITY
114111000133 ,Aided Secondary Schools,CNEC CHRISTIAN COLLEGE,6 LEI PUI STREET KWAI CHUNG NEW TERRITORIES,114-8-22,22-21-50,832417,824978,CO-ED,WHOLE DAY,KWAI TSING
190136000133 ,Aided Secondary Schools,TWGH MRS WU YORK YU MEMORIAL COLLEGE,13-21 ON CHIT STREET KWAI CHUNG NEW TERRITORIES,114-8-27,22-22-16,832561,825758,CO-ED,WHOLE DAY,KWAI TSING
170984000133 ,Aided Secondary Schools,NING PO NO.2 COLLEGE,ESTATE SECONDARY SCHOOL SHUN TIN ESTATE KWUN TONG KOWLOON,114-13-43,22-19-29,841595.8,820638.6,CO-ED,WHOLE DAY,KWUN TONG
524557000133 ,Aided Secondary Schools,CHRISTIAN ALLIANCE S W CHAN MEM COLL,"12, FAI MING ROAD, FANLING NEW TERRITORIES",114-8-16,22-28-53,832253,837987,CO-ED,WHOLE DAY,NORTH
524590000133 ,Aided Secondary Schools,FUKIEN SECONDARY SCHOOL (SIU SAI WAN),2 FU YEE ROAD SIU SAI WAN CHAI WAN HONG KONG,114-15-3,22-15-53,843879.7,813998.6,CO-ED,WHOLE DAY,EASTERN
518379000133 ,Aided Secondary Schools,FUNG KAI LIU MAN SHEK TONG SEC SCH,6 FUNG NAM ROAD SHEUNG SHUI NEW TERRITORIES,114-7-38,22-30-30,831158,840974,CO-ED,WHOLE DAY,NORTH
511307000133 ,Aided Secondary Schools,BUDDHIST WONG FUNG LING COLLEGE,11 EASTERN HOSPITAL ROAD & NEW WING SOOKUNPOO HONG KONG,114-11-25,22-16-34,837646.9,815240.8,CO-ED,WHOLE DAY,WAN CHAI
190799000133 ,Aided Secondary Schools,HO DAO COLL (SPONSORED BY SIK SIK YUEN),11 HUNG SHUN ROAD YUEN LONG NEW TERRITORIES,113-59-59,22-26-2,818023,832723,CO-ED,WHOLE DAY,YUEN LONG
190012000133 ,Aided Secondary Schools,"ST FRANCIS XAVIER'S SCHOOL, TSUEN WAN",60 - 64 HAM TIN STREET TSUEN WAN NEW TERRITORIES,114-7-2,22-22-7,830113,825484,BOYS,WHOLE DAY,TSUEN WAN
523305000133 ,Aided Secondary Schools,CARITAS MA ON SHAN SECONDARY SCHOOL,2 KAM YING ROAD MA ON SHAN SHATIN NEW TERRITORIES,114-14-20,22-25-32,842656,831812,CO-ED,WHOLE DAY,SHA TIN
190055000133 ,Aided Secondary Schools,SALESIANS OF DON BOSCO NG SIU MUI SEC SC,30 KWAI HOP STREET KWAI CHUNG NEW TERRITORIES,114-7-47,22-22-0,831416,825290,BOYS,WHOLE DAY,KWAI TSING
514047000133 ,Aided Secondary Schools,ST FRANCIS' CANOSSIAN COLLEGE,G/F-3/F ASSEMBLY HALL BLOCK 9-13 KENNEDY ROAD HONG KONG,114-10-8,22-16-29,835457,815106,GIRLS,WHOLE DAY,WAN CHAI
519162000133 ,Aided Secondary Schools,CARITAS CHAN CHUN HA FIELD STUDIES CTR,CC LOT NO 1139 LUNG TSAI TSUEN CHEUNG CHAU NEW TERRITORIES (EXCLUDING THE NON-SCHOOL PORTIONS),114-2-15,2022/12/27,821895,807645,CO-ED,WHOLE DAY,ISLANDS
512583000133 ,Aided Secondary Schools,LA SALLE COLLEGE,1/F & 2/F BASEMENTS & G/F-4/F 18 LA SALLE ROAD KOWLOON,114-10-56,22-19-44,836829,821108,BOYS,WHOLE DAY,KOWLOON CITY
190535000133 ,Aided Secondary Schools,LOK SIN TONG LEUNG CHIK WAI MEMORIAL SCH,CHEUNG HONG ESTATE TSING YI NEW TERRITORIES,114-5-52,22-21-2,828131,823486,CO-ED,WHOLE DAY,KWAI TSING
170186000133 ,Aided Secondary Schools,CHEUNG CHUK SHAN COLLEGE,11 CLOUD VIEW ROAD NORTH POINT HONG KONG,114-11-46,22-17-10,838242,816369,CO-ED,WHOLE DAY,EASTERN
517011000133 ,Aided Secondary Schools,TWGH KWOK YAT WAI COLLEGE,"3 TSUI SING ROAD TIN SHUI WAI, YUEN LONG NEW TERRITORIES",114-0-18,22-26-52,818575,834269,CO-ED,WHOLE DAY,YUEN LONG
530352000133 ,Aided Secondary Schools,NLSI PEACE EVANGELICAL SECONDARY SCHOOL,3 HANG KWAI STREET TUEN MUN NEW TERRITORIES,113-58-25,22-22-57,815328,827054,CO-ED,WHOLE DAY,TUEN MUN
113840000133 ,Aided Secondary Schools,CCC CHUEN YUEN COLLEGE,KWAI CHUNG ESTATE 15 SHEUNG KOK STREET KWAI CHUNG NEW TERRITORIES,114-7-41,22-22-7,831245,825484,CO-ED,WHOLE DAY,KWAI TSING
529761000133 ,Aided Secondary Schools,YLPMSAA TANG SIU TONG SECONDARY SCHOOL,"PING HA ROAD, AREA 3, TIN SHUI WAI YUEN LONG NEW TERRITORIES",114-0-6,22-26-49,818227,834171,CO-ED,WHOLE DAY,YUEN LONG
214965000133 ,Aided Secondary Schools,BUDDHIST YIP KEI NAM MEMORIAL COLLEGE,CHEUNG CHING ESTATE TSING YI NEW TERRITORIES,114-6-30,22-20-56,829206,823312,CO-ED,WHOLE DAY,KWAI TSING
511102000133 ,Aided Secondary Schools,ABERDEEN TECHNICAL SCHOOL,1 WONG CHUK HANG ROAD ABERDEEN HONG KONG,114-9-39,22-14-56,834607,812221,BOYS,WHOLE DAY,SOUTHERN
230472000133 ,Aided Secondary Schools,METHODIST LEE WAI LEE COLLEGE,2-4 KWAI YIP STREET KWAI CHUNG NEW TERRITORIES,114-7-40,22-21-56,831225,825145,CO-ED,WHOLE DAY,KWAI TSING
270067000133 ,Aided Secondary Schools,TEXTILE INT ACC WOO HON FAI SEC SCH,NO. 7 ON YIN STREET TSUEN WAN NEW TERRITORIES,114-6-22,22-22-38,828990,826452,CO-ED,WHOLE DAY,TSUEN WAN
514276000133 ,Aided Secondary Schools,ST TERESA SECONDARY SCHOOL,21 SHEUNG SHING STREET HOMANTIN KOWLOON,114-10-50,22-19-8,836651,819983,GIRLS,WHOLE DAY,KOWLOON CITY
130893000233 ,Aided Secondary Schools,KOWLOON TRUE LIGHT SCHOOL,"1 TRUE LIGHT LANE, SUFFOLK ROAD KOWLOON",114-10-32,22-20-18,836133,822144,GIRLS,WHOLE DAY,KOWLOON CITY
190020000133 ,Aided Secondary Schools,DE LA SALLE SECONDARY SCHOOL N T,KAM TSIN VILLAGE SHEUNG SHUI NEW TERRITORIES,114-6-39,22-30-6,829473,840228,CO-ED,WHOLE DAY,NORTH
190683000133 ,Aided Secondary Schools,HKTA THE YUEN YUEN INT NO.2 SEC SCH,FU SHIN ESTATE TAI PO NEW TERRITORIES,114-10-36,22-27-11,836235,834846,CO-ED,WHOLE DAY,TAI PO
113182000133 ,Aided Secondary Schools,CCC KEI SAN SECONDARY SCHOOL,8 WU TIP SHAN ROAD FANLING NEW TERRITORIES,114-8-6,22-29-25,831963,838981,CO-ED,WHOLE DAY,NORTH
190632000133 ,Aided Secondary Schools,QUEEN'S COLL OLD BOYS' ASSN SEC SCH,"CHEUNG ON ESTATE, PHASE I TSING YI NEW TERRITORIES",114-5-60,22-21-41,828350,824689,CO-ED,WHOLE DAY,KWAI TSING
560499000133 ,Aided Secondary Schools,CUMBERLAND PRESBYTN CH YAO DAO SEC SCH,28 HONG YIP STREET YUEN LONG NEW TERRITORIES,114-1-56,22-26-56,821386,834403,CO-ED,WHOLE DAY,YUEN LONG
545228000133 ,Aided Secondary Schools,CCC FONG YUN WAH SECONDARY SCHOOL,6 TIN YIP ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES (EXCLUDING CLASSROOM 101-106 401-406 AND 501-506 AFTER 6:00 PM),114-0-22,22-27-53,818687.9,836149.6,CO-ED,WHOLE DAY,YUEN LONG
230901000133 ,Aided Secondary Schools,HKSYC&IA CHAN NAM CHONG MEMORIAL COLL,CHO YIU ESTATE 12 KING CHO ROAD KWAI CHUNG NEW TERRITORIES,114-7-45,22-20-44,831356,822931,CO-ED,WHOLE DAY,KWAI TSING
170135000133 ,Aided Secondary Schools,NG WAH CATHOLIC SECONDARY SCHOOL,5 CHOI HUNG ROAD KOWLOON,114-11-43,22-19-58,838163.4,821528.1,BOYS,WHOLE DAY,WONG TAI SIN
213195000233 ,Aided Secondary Schools,ST STEPHEN'S CHURCH COLLEGE,71 BONHAM ROAD HONG KONG,114-8-17,22-17-6,832281.6,816221.5,CO-ED,WHOLE DAY,CENTRAL AND WESTERN
190462000133 ,Aided Secondary Schools,LIU PO SHAN MEMORIAL COLLEGE,STANDARD SECONDARY SCHOOL 22-66 WAI TSUEN ROAD TSUEN WAN NEW TERRITORIES,114-7-15,22-22-24,830493,826030,CO-ED,WHOLE DAY,TSUEN WAN
132764000133 ,Aided Secondary Schools,CHRIST COLLEGE,POK HONG ESTATE SHATIN NEW TERRITORIES,114-11-42,22-22-30,838141,826189,CO-ED,WHOLE DAY,SHA TIN
514330000133 ,Aided Secondary Schools,SAI KUNG SUNG TSUN CATH SCH (SECONDARY SECTION),BLOCKS A - E PO TUNG ROAD SAI KUNG NEW TERRITORIES (DD221 LOT 1762),114-16-11,22-22-59,845836.3,827088.9,CO-ED,WHOLE DAY,SAI KUNG
171018000133 ,Aided Secondary Schools,LOK SIN TONG LEUNG KAU KUI COLLEGE,28 HOSPITAL ROAD SAI YING POON HONG KONG,114-8-44,22-17-10,833052,816345,CO-ED,WHOLE DAY,CENTRAL AND WESTERN
530778000133 ,Aided Secondary Schools,CHING CHUNG HAU PO WOON SEC SCH,21 HANG FU STREET TUEN MUN NEW TERRITORIES,113-58-21,22-22-57,815219,827054,CO-ED,WHOLE DAY,TUEN MUN
522082000133 ,Aided Secondary Schools,ISLAMIC KASIM TUET MEMORIAL COLLEGE,22 TSUI WAN STREET CHAI WAN HONG KONG,114-14-24,22-15-60,842776,814192,CO-ED,WHOLE DAY,EASTERN
230898000133 ,Aided Secondary Schools,PO ON COMM ASSN WONG SIU CHING SEC SCH,2 TAI PA STREET TSUEN WAN NEW TERRITORIES,114-6-37,22-22-18,829423,825823,CO-ED,WHOLE DAY,TSUEN WAN
311103000233 ,Aided Secondary Schools,CHRISTIAN ALLIANCE COLLEGE,11 LEUNG CHOI LANE TUEN MUN NEW TERRITORIES,113-58-4,22-24-14,814736.2,829421,CO-ED,WHOLE DAY,TUEN MUN
170216000133 ,Aided Secondary Schools,CCC KWEI WAH SHAN COLLEGE,62 CLOUD VIEW ROAD NORTH POINT HONG KONG,114-11-59,22-17-12,838625,816420,CO-ED,WHOLE DAY,EASTERN
524549000133 ,Aided Secondary Schools,CHINA HOLINESS CHURCH LIVING SPIRIT COLL,1 TUNG LEUNG LANE TAI PO NEW TERRITORIES,114-10-26,22-27-24,835963,835248,CO-ED,WHOLE DAY,TAI PO
190527000233 ,Aided Secondary Schools,SHATIN TSUNG TSIN SECONDARY SCHOOL,1 MEI TIN ROAD TAI WAI SHATIN NEW TERRITORIES,114-10-30,22-22-12,836071,825643,CO-ED,WHOLE DAY,SHA TIN
512842000133 ,Aided Secondary Schools,MARYKNOLL SECONDARY SCHOOL,45 CHOI HA ROAD NGAU TAU KOK KWUN TONG KOWLOON,114-13-1,22-19-31,840384,820690,CO-ED,WHOLE DAY,KWUN TONG
170380000133 ,Aided Secondary Schools,YWCA HIOE TJO YOENG COLLEGE,6 SHEUNG WO STREET HOMANTIN KOWLOON,114-10-59,22-19-11,836910,820078,CO-ED,WHOLE DAY,KOWLOON CITY
313076000133 ,Aided Secondary Schools,NAM WAH CATHOLIC SECONDARY SCHOOL,5 WING MING STREET SHAMSHUIPO KOWLOON,114-9-4,22-20-26,833627,822396,CO-ED,WHOLE DAY,SHAM SHUI PO
270156000133 ,Aided Secondary Schools,CARITAS YL CHAN CHUN HA SEC SCH,66 SAI YU STREET (EXCLUDING ROOMS 014 & 015) YUEN LONG NEW TERRITORIES,114-1-35,22-26-29,820785.4,833546.4,CO-ED,WHOLE DAY,YUEN LONG
518387000133 ,Aided Secondary Schools,QES OLD STUDENTS' ASSOCIATION SEC SCH,18 TIN SHING ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES,114-0-13,22-27-34,818430.6,835566.9,CO-ED,WHOLE DAY,YUEN LONG
170780000133 ,Aided Secondary Schools,TWGH WONG FUNG LING COLLEGE,208 MA ON SHAN ROAD MA ON SHAN SHATIN NEW TERRITORIES,114-14-3,22-25-24,842158,831569,CO-ED,WHOLE DAY,SHA TIN
190381000133 ,Aided Secondary Schools,TWGH YAU TZE TIN MEM COLLEGE,SIU HONG COURT TUEN MUN NEW TERRITORIES,113-58-41,22-24-54,815792,830640,CO-ED,WHOLE DAY,TUEN MUN
285285000133 ,Aided Secondary Schools,CARITAS ST JOSEPH SEC SCH,10 FUNG SHUE WO ROAD TSING YI ESTATE TSING YI NEW TERRITORIES,114-6-11,22-21-24,828661,824163,CO-ED,WHOLE DAY,KWAI TSING
170410000133 ,Aided Secondary Schools,ST ANTONIUS GIRLS' COLLEGE,1 KO CHIU ROAD YAU TONG KOWLOON,114-14-19,22-18-3,842634,817986,GIRLS,WHOLE DAY,KWUN TONG
212725000133 ,Aided Secondary Schools,SKH TANG SHIU KIN SECONDARY SCHOOL,9 OI KWAN ROAD WANCHAI HONG KONG,114-10-42,22-16-33,836414,815231,CO-ED,WHOLE DAY,WAN CHAI
170607000133 ,Aided Secondary Schools,HOI PING CHAMBER OF COMMERCE SEC SCH,22 SHEK KU STREET HO MAN TIN KOWLOON,114-10-50,22-19-10,836643.4,820052,CO-ED,WHOLE DAY,KOWLOON CITY
170763000233 ,Aided Secondary Schools,CCC YENCHING COLLEGE,12 NGA YING CHAU STREET TSING YI,114-6-19,22-21-44,828894.8,824788.9,CO-ED,WHOLE DAY,KWAI TSING
552917000133 ,Aided Secondary Schools,HKFEW WONG CHO BAU SECONDARY SCHOOL,"FU TUNG ESTATE, TUNG CHUNG LANTAU ISLAND NEW TERRITORIES",113-56-40,22-17-17,812319,816586,CO-ED,WHOLE DAY,ISLANDS
545201000133 ,Aided Secondary Schools,HK & KLN KFWA SUN FONG CHUNG COLLEGE,"4643 TAI PO ROAD, TAI PO KAU TAI PO NEW TERRITORIES",114-11-48,22-25-51,838311,832384,CO-ED,WHOLE DAY,TAI PO
212636000133 ,Aided Secondary Schools,NOTRE DAME COLLEGE,51 SHING TAK STREET MA TAU WAI KOWLOON,114-11-16,22-19-28,837383,820612,CO-ED,WHOLE DAY,KOWLOON CITY
514020000133 ,Aided Secondary Schools,ST CLARE'S GIRLS' SCHOOL,50 MOUNT DAVIS ROAD HONG KONG,114-7-19,22-16-22,830618,814890,GIRLS,WHOLE DAY,CENTRAL AND WESTERN
170267000233 ,Aided Secondary Schools,ST PETER'S SECONDARY SCHOOL,"21 ABERDEEN RESERVOIR ROAD ABERDEEN, HONG KONG (EXCLUDING TWO ROOF PLAYGROUNDS)",114-9-21,22-15-5,834102,812507,CO-ED,WHOLE DAY,SOUTHERN
